text,diggCount,replyCommentTotal,createTimeISO,uniqueId,videoWebUrl,uid,cid,avatarThumbnail,label
JANGAN SAMPE,0,,2025-09-11T11:49:23.000Z,intinyacaca,https://www.tiktok.com/@hygils/video/7548701383629737221,6998799987979781122,7548797400799019794,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/92e0e21e485a1e0872893433bf9b5251~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=4f20359c&x-expires=1765332000&x-signature=8%2FYaplJIIJi0QHadLSs9KVoPzyk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,Negatif
😭😭🤣🤣🤣,0,,2025-09-12T12:44:59.000Z,pirdauuu,https://www.tiktok.com/@hygils/video/7548701383629737221,6849324632283448322,7549182817230406418,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/93c0a6179665e24c48aaabd0b8ce8542~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=b64bbd30&x-expires=1765332000&x-signature=FUSHlIMO6CsG%2FfxeKF1hlJHJfdI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,Netral
bjirr😭,0,,2025-09-13T14:04:49.000Z,ginnaasy,https://www.tiktok.com/@hygils/video/7548701383629737221,6830993975504389122,7549574451282592529,https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/048c5744020e24f50444601209606b70~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=a617d849&x-expires=1765332000&x-signature=D%2Br45XyFOxiNPNb3aJDxeKPa2CE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,Netral
KEKWKWKWKWKKW,0,,2025-10-29T08:12:29.000Z,acelole,https://www.tiktok.com/@hygils/video/7548701383629737221,6738350097216963585,7566553587418514184,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/55b734546584a9b056e1ce1c24c12bb6~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=18e23872&x-expires=1765332000&x-signature=0szlNHWiQ73dVahCacyBLeeykug%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,Netral
REAL MAH,0,,2025-09-24T05:59:19.000Z,galmoon09,https://www.tiktok.com/@hygils/video/7548701383629737221,6889589657392612354,7553530755973153543,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/062ba7e428e502e42c4a8e369713c124~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=d113c0c3&x-expires=1765332000&x-signature=RsJtZzaEQXREBE4J0N1X%2BrUGz7Q%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,Positif
😭,0,,2025-12-07T22:53:53.000Z,ondan_12,https://www.tiktok.com/@hygils/video/7548701383629737221,7013350590345430018,7581252987994587922,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/8d39e46fd2ed49c3161b46da1d307f97~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=7e6ffafd&x-expires=1765332000&x-signature=NkFzlYcqCqISWMrtpwQa45zdA2I%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,Netral
awaw,0,,2025-09-15T11:28:51.000Z,msrenoo,https://www.tiktok.com/@hygils/video/7548701383629737221,7293083433528902661,7550276446280024840,https://p19-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/61cf034486c9b7359e1cc494698f0979~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=51e4114b&x-expires=1765332000&x-signature=FRCwJmMl9kyO%2BH0t2sQaUm7mr3E%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,Netral
omaygat apakah ini engineering 👀,0,,2025-09-15T11:30:03.000Z,intinyacaca,https://www.tiktok.com/@hygils/video/7548701383629737221,6998799987979781122,7550276741698437908,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/92e0e21e485a1e0872893433bf9b5251~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=4f20359c&x-expires=1765332000&x-signature=8%2FYaplJIIJi0QHadLSs9KVoPzyk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,Netral
mah kirim cv lewat mana?,57,,2025-09-11T14:05:37.000Z,yassnb15_,https://www.tiktok.com/@hygils/video/7548701383629737221,6867417920818398209,7548832496093299477,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/fff4a0843326855f2136bb5c37f8ed57~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=0f3ecb71&x-expires=1765332000&x-signature=80gwlWCuQtP2sZbbfx3ytNKuHnI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,Netral
mah ngirim CV lewat mana?,31,,2025-09-11T13:40:41.000Z,gajahterbang_11,https://www.tiktok.com/@hygils/video/7548701383629737221,6825642609832084481,7548826081407599377,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/c8317a7b1074c849fa94c490a87f5d12~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=5eb264e1&x-expires=1765332000&x-signature=QJnZLKM9YK8pFE%2BDxqCMkhNOFpU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,Netral
info loker mahh😭,23,,2025-09-12T10:26:29.000Z,userrr59h7o3ic,https://www.tiktok.com/@hygils/video/7548701383629737221,6901501326669939713,7549147122194088722,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/f45b28e377e74eda84cd465fdd512955~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=a63698b4&x-expires=1765332000&x-signature=updXh8WsYFpz%2FiQeur0yvBBqpuw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,Netral
mau loker maa😭,4,,2025-09-13T04:44:17.000Z,nrl_mldah28,https://www.tiktok.com/@hygils/video/7548701383629737221,7256335664735372293,7549429999247590165,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/9e285fbcb4eba5215a10fe17b81c9ce8~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=f7b7b03a&x-expires=1765332000&x-signature=LfN%2Fb%2BMu2D9l17OcEaBBS3K8UEc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,Netral
Beuh kak🔥,1,,2025-09-30T14:18:58.000Z,rynn640,https://www.tiktok.com/@hygils/video/7548701383629737221,6853136305828938753,7555886553931875073,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/8c035b0ce40bb37a6d8b72c0a27344ea~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=7444127e&x-expires=1765332000&x-signature=M9eqLBSNNPxc6CYnQCqsM8bzrd4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,Netral
papa welder mau ga?,1,,2025-09-20T11:56:03.000Z,secondchoice6016,https://www.tiktok.com/@hygils/video/7548701383629737221,7476060053003863048,7552138877365338898,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/bb07c466e7e0c4b64cf3cf18fc60d665~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=6379cb8a&x-expires=1765332000&x-signature=VV0Debody24BYHJjrJmuBwzybK0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,Netral
"mah loker mah, tp aku mau langsung jd hrd boleh?",1,,2025-09-18T15:00:27.000Z,kuitgoengkeingh,https://www.tiktok.com/@hygils/video/7548701383629737221,6825834910746723330,7551444238018609938,https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/4631935be0e93cde56ae86d644bd995c~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=2ef9a761&x-expires=1765332000&x-signature=tELFQCzuYRpmzHGunnD%2FkKFQPOc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,Netral
Sopan kah bgtu😭🙏,0,,2025-10-15T00:32:29.000Z,wewiiii13,https://www.tiktok.com/@hygils/video/7548701383629737221,6878262340320789506,7561239813517591316,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/f24b7a908e740ec978210b0aa8bc3a67~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=5d8f678c&x-expires=1765332000&x-signature=8wxfBSGUvc45GLRsaY5w0mR4Org%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,Netral
kaka butuh loker yg tanpa interview mahh🥰,1,,2025-09-13T01:37:14.000Z,pijetinjaa,https://www.tiktok.com/@hygils/video/7548701383629737221,7116775313648878594,7549381801446425352,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/50b1622e6bff11632d3f9a1bbc77d7fa~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=86dc91ac&x-expires=1765332000&x-signature=YM6LjMLJUdXJqKpkHNSYyOiHqR8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,Netral
Tiba tiba banyak anak gini😭,1,,2025-09-15T02:50:33.000Z,wewiiii13,https://www.tiktok.com/@hygils/video/7548701383629737221,6878262340320789506,7550142874596524808,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/f24b7a908e740ec978210b0aa8bc3a67~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=5d8f678c&x-expires=1765332000&x-signature=8wxfBSGUvc45GLRsaY5w0mR4Org%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,Netral
"gapapa mahh yg lolos kaka aja,anak²yg lain ga usah😁🥰",0,,2025-09-15T14:45:17.000Z,pijetinjaa,https://www.tiktok.com/@hygils/video/7548701383629737221,7116775313648878594,7550327063145792263,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/50b1622e6bff11632d3f9a1bbc77d7fa~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=86dc91ac&x-expires=1765332000&x-signature=YM6LjMLJUdXJqKpkHNSYyOiHqR8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,Netral
jelas judes nih HRD😂,0,,2025-09-15T00:31:37.000Z,nanang.muhajirin_,https://www.tiktok.com/@hygils/video/7548701383629737221,7118411262602298373,7550107016280687368,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/739fd4ddd57c2085f7868fb1ad2ba01d~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=b58a43ca&x-expires=1765332000&x-signature=hA7%2Fc04Z%2BfT4%2BLQHDZYtnz%2B9ev8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,Netral
Ihhh padahal foto nya senyum loh masih aja dibilang judes wkwkwk,1,,2025-09-15T00:33:51.000Z,wewiiii13,https://www.tiktok.com/@hygils/video/7548701383629737221,6878262340320789506,7550107575364305685,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/f24b7a908e740ec978210b0aa8bc3a67~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=5d8f678c&x-expires=1765332000&x-signature=8wxfBSGUvc45GLRsaY5w0mR4Org%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,Positif
heheh iya Bu HRD,1,,2025-09-15T00:36:21.000Z,nanang.muhajirin_,https://www.tiktok.com/@hygils/video/7548701383629737221,7118411262602298373,7550108280475894535,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/739fd4ddd57c2085f7868fb1ad2ba01d~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=b58a43ca&x-expires=1765332000&x-signature=hA7%2Fc04Z%2BfT4%2BLQHDZYtnz%2B9ev8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,Netral
CV nya kirim kemana ya mah😅,0,,2025-10-28T12:04:06.000Z,brynnenstein,https://www.tiktok.com/@hygils/video/7548701383629737221,6864066043029079041,7566242175437406996,https://p19-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/d6349e93c95127a6be30eb1524de6cd8~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=d8d07e7b&x-expires=1765332000&x-signature=%2FRgux3AMPGBzlm9qK9pyZQUNfxA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,Netral
mamah aku mau loker😭,0,,2025-10-20T12:49:37.000Z,justone1humann,https://www.tiktok.com/@hygils/video/7548701383629737221,6961085317923881985,7563285237397373717,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/4b5bb21497d1e4a124cc573fa174a03a~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=7801c84e&x-expires=1765332000&x-signature=B6Udi8iJ18mwxXkos8jFfwKGZZA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,Netral
MAU MAU MAUUU,0,,2025-09-30T05:44:56.000Z,halahaduhh,https://www.tiktok.com/@hygils/video/7548701383629737221,6812161021646783490,7555754084743463698,https://p19-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/f237fde35e2e23cc25cc5e911c358a15~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=74eeaae0&x-expires=1765332000&x-signature=k4ZjWhRND3fSQHieI40Y3YO%2BRv4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,Netral
mah info loker☺,0,,2025-09-29T05:45:37.000Z,alea0__0,https://www.tiktok.com/@hygils/video/7548701383629737221,6945374695173112833,7555383180699353874,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/6b346dd82099bb68e7b0b7a0c87c5cd5~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=40620baf&x-expires=1765332000&x-signature=WJgjpkx5Ap9ZNAIVaxGx4u3Cljo%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,Netral
maah minta loker,0,,2025-09-21T05:35:05.000Z,sdb466,https://www.tiktok.com/@hygils/video/7548701383629737221,7002554740890485786,7552411776014189330,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/7c85d2d9d1f191128ba656e092cabf0e~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=d5e1409f&x-expires=1765332000&x-signature=pCwz48WJdYvOo6O6xSzHrA80nXU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,Netral
"MAAA, KIRIM CV KE MANAA?☺️🥺",0,,2025-09-21T01:55:30.000Z,itsme_blueeshaa,https://www.tiktok.com/@hygils/video/7548701383629737221,7130232225489470490,7552355197360685825,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/730e1bc95935f9d06ba2f4e58ab625fe~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=384f74e9&x-expires=1765332000&x-signature=fjwbuu0bCu5MhV7RSQB1jJMe9OY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,Netral
wadoohh🤣🤣,1,,2025-09-14T15:59:33.000Z,adinda.miranda12,https://www.tiktok.com/@hygils/video/7548701383629737221,6852588821936260098,7549975116295422738,https://p77-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/491a88c9e5f27088b108b96511aee341~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=9f895f69&x-expires=1765332000&x-signature=niiF4adI8mRLcMrt1NKS41ht5%2BI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2,Netral
kerenn,1,,2025-09-25T23:53:12.000Z,cukaidako0,https://www.tiktok.com/@hygils/video/7548701383629737221,7411072576598688773,7554179084453085959,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/12c11133bb8c97c8f4e7df8817a4b525~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=5a21edb6&x-expires=1765332000&x-signature=ZrRfOivsskq2QVt3zkYzqjP1Eks%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,Positif
kasi pahaaammm septttiiiiccc,0,,2025-09-17T08:32:30.000Z,nusaacynosure,https://www.tiktok.com/@hygils/video/7548701383629737221,7237477068866176005,7550973160411497234,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/e4880fea633688274a5fbe954785bc47~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=cdd01c81&x-expires=1765332000&x-signature=sI%2BL1u1FTttWHNdXAzdP6IaB%2FNo%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a,Netral
gemeter di replaY enjiner yUjieMmh 🤪🤪😱,0,,2025-09-17T09:23:53.000Z,seraxiut,https://www.tiktok.com/@hygils/video/7548701383629737221,6704970207994512386,7550986396044477200,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/8e22555f568ef30a126d3514082d0f24~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=b14dfe03&x-expires=1765332000&x-signature=9QTJ7SeJXBUaeOy04AUBPQ%2FayiU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a,Netral
"Jangan marah ma, pilates gih",15,,2025-09-12T02:08:23.000Z,hygils,https://www.tiktok.com/@hygils/video/7548701383629737221,6822939845071356929,7549018725393105685,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/ecb0984171c428ab21fbd790df6460ab~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=549480f5&x-expires=1765332000&x-signature=oJH57xONo2PKlApcQ65%2Fl39C9I0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,Negatif
k kalo cwo kerjanya supir truk kira2 ada gk ya cwe yg mau kayak yg di video vt aku bukan yg boti tapi yg foto berdua,0,,2025-09-18T03:36:45.000Z,kudanilstory,https://www.tiktok.com/@hygils/video/7548701383629737221,6859962677948875781,7551268022276719367,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/ae98204afe6d56e7ed22ac42495792bb~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=9ab29854&x-expires=1765332000&x-signature=4HpNqp5IaRM2ZlwEn2OcwTyXbp8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,Netral
boleh ikut ngg mba😁,37,,2025-09-23T04:15:39.000Z,holaaaamhh,https://www.tiktok.com/@hygils/video/7548701383629737221,7180281231443018779,7553133490590974728,https://p77-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/a4a6ea0bd932ac6e8c6f2f845def005f~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=20e1ad37&x-expires=1765332000&x-signature=%2Bbz%2BI0rKyPecMDjXvpwR5e0tbzs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a,Netral
kak ini mah aku juga mau ikut daftar😭,1,,2025-11-08T05:54:54.000Z,icyrustar,https://www.tiktok.com/@hygils/video/7548701383629737221,6710109686492365825,7570228963970450184,https://p77-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/19dcc18e2fdf3e36c7adb1e5ca7225c9~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=5c0331dd&x-expires=1765332000&x-signature=oWS8KXAvIJ0sNwfyJHA3XHuGyUk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a,Netral
kalau di izinkan boleh kita bersanding untuk sampai kepelaminan,0,,2025-10-23T07:20:19.000Z,hatta705,https://www.tiktok.com/@hygils/video/7548701383629737221,6908326326425814017,7564313626409452306,https://p77-sign-va.tiktokcdn.com/tos-maliva-avt-0068/ba0d118baacf342d88f24883e018be64~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=b86d8bcc&x-expires=1765332000&x-signature=Xn23dinc5sj00YxCTgXEJM2XtZw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a,Netral
"info loker kakk, aku pengalaman sekarang jadi admin nih 😭",0,,2025-09-18T12:15:32.000Z,sintingdikit,https://www.tiktok.com/@hygils/video/7548701383629737221,6849367170506802178,7551401733210309397,https://p77-sign-va.tiktokcdn.com/tos-maliva-avt-0068/dc429bea47b9e59ae4058555b957a92c~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=d215db3b&x-expires=1765332000&x-signature=PeIS2EawfK22WGTDAwy9tmXKBs0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a,Netral
info lokernya kak🙏,0,,2025-09-18T09:36:05.000Z,lyannaja,https://www.tiktok.com/@hygils/video/7548701383629737221,6908988433005184002,7551360637159752455,https://p77-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/9422d18c42c6af1045c00cff63991f93~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=37620c3c&x-expires=1765332000&x-signature=rDOrbNx%2B86L7xAakwmbRYM2zjHk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a,Netral
kakk info loker🙏,0,,2025-09-17T14:38:21.000Z,yourmine3524,https://www.tiktok.com/@hygils/video/7548701383629737221,6716298607698199554,7551067448645698311,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/dcc8d94b4fa01570b7a249853c44f439~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=7c973b56&x-expires=1765332000&x-signature=ycVppWScWyWm%2F%2FX3NkpbKy0lArk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a,Netral
papa resign aja deh mahhh,0,,2025-09-16T13:40:12.000Z,nnori0_,https://www.tiktok.com/@hygils/video/7548701383629737221,7255956470058091526,7550681372286763796,https://p77-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/8c7114b81c592e7f4071a1311ed2ab94~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=dd2bf41b&x-expires=1765332000&x-signature=RCpPIw7c9xnM8F5xuetTyAr6gHI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a,Netral
😭😭😭,0,,2025-09-17T02:44:53.000Z,rtnastr,https://www.tiktok.com/@hygils/video/7548701383629737221,6513824288468898816,7550883555217408785,https://p19-common-sign-useastred.tiktokcdn-eu.com/tos-useast2a-avt-0068-euttp/7312379385964593185~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=6a15b085&x-expires=1765332000&x-signature=0buONEdTwBTe10TWDfNMUTx7W4c%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a,Netral
Iki seng menyala cak🤣,0,,2025-09-15T03:25:06.000Z,masproyekk,https://www.tiktok.com/@hygils/video/7548701383629737221,7209618693239981057,7550151788192662279,https://p77-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/0308c1f271f8c9cf6292258c5a10115b~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=6cee1eb5&x-expires=1765332000&x-signature=7T5nVao6En7bsPxqUK7LxLjcIW4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a,Positif
kak kiww bisaa kali masuk tambang🥰🥰🥰,0,,2025-11-10T02:35:49.000Z,iidsfy,https://www.tiktok.com/@hygils/video/7548701383629737221,7214297481693479962,7570919831852778258,https://p77-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/971ff38bab392f2127e9dd652c5b8b2d~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=b12aa9f7&x-expires=1765332000&x-signature=AlYNuWJKSrzmjMKxTOtktB0E1zY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a,Netral
@mel4luv_,2,,2025-09-20T07:57:20.000Z,.prmstar,https://www.tiktok.com/@hygils/video/7548701383629737221,6876382515125650433,7552077363400508178,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/6bce8a1490c4cc4c4a10cdefc1f9b652~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=31ed0259&x-expires=1765332000&x-signature=RATAolQlrzeAYD2qOVkkpVbmZkw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,Netral
Kita bangt gasih,1,,2025-09-20T12:11:00.000Z,meldafauziyah436,https://www.tiktok.com/@hygils/video/7548701383629737221,7116910733946569754,7552142742579626770,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/33fa80139bbc3cc459951e5fc7e81108~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=d001d4db&x-expires=1765332000&x-signature=On011SdZAwzSk22lyIRBbYyc%2Fqk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,Netral
mama teacher ya pa😭,1,1.0,2025-09-11T09:45:56.000Z,emggaje7,https://www.tiktok.com/@hygils/video/7548701383629737221,7479407465064563717,7548765575255933703,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/ecf08106bd9d27d6cd255092c2235c60~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=b5d37514&x-expires=1765332000&x-signature=hrsnoTAIJz4dShknnn2FarfJVwM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a,Netral
mama adalah madrasah pertama bagi anknya🥰,5,,2025-09-11T09:48:19.000Z,wirr_187,https://www.tiktok.com/@hygils/video/7548701383629737221,7029880452123870210,7548766197882880789,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/990b7fb705fc6793cdfac01dde56bba7~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=de162fd1&x-expires=1765332000&x-signature=BEtT1T4qYmR9IoBByT5uUeveQjY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a,Netral
mama apoteker dongg 😭,15,2.0,2025-09-11T13:14:33.000Z,itsmilllsss_,https://www.tiktok.com/@hygils/video/7548701383629737221,6789776095190729729,7548819334917178130,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/8b28b75e387fd7b519ec39ee7e231109~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=16871ef4&x-expires=1765332000&x-signature=KajC732wOjRZ%2FPedmgD013or6fE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a,Netral
mama pengacara #aamiin,8,3.0,2025-09-11T12:13:56.000Z,n0thawaa,https://www.tiktok.com/@hygils/video/7548701383629737221,7414005974870246406,7548803724827689736,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/e7d71ed566e9e340ff841d6bf06f0161~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=0b554e7d&x-expires=1765332000&x-signature=B6vux7FVTNOj3o3p9YsoEqAXIoo%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a,Positif
